state,year,line,outcome_category,count,source_type,is_partial_year,notes
MT,1998,all_lines,,1948,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
MT,1999,all_lines,,1821,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
MT,2000,all_lines,,2124,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
MT,2001,all_lines,,1880,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
MT,2002,all_lines,,2266,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
MT,2004,all_lines,,1738,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
MT,2005,all_lines,,1720,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
MT,2006,all_lines,,2310,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
MT,2007,all_lines,,2310,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
MT,2008,all_lines,,1661,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
MT,2009,all_lines,,1409,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
MT,2010,all_lines,,1545,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
MT,2011,all_lines,,1517,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
MT,2012,all_lines,,1399,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
MT,2013,all_lines,,1068,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
MT,2014,all_lines,,1332,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
MT,2015,all_lines,,1436,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
MT,2016,all_lines,,1278,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
MT,2017,all_lines,,1148,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
MT,2018,all_lines,,1009,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
MT,2019,all_lines,,945,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
MT,2020,all_lines,,1292,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
MT,2021,all_lines,,1013,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
MT,2022,all_lines,,1156,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
NC,1998,all_lines,,9522,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
NC,1999,all_lines,,0,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
NC,2000,all_lines,,9471,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
NC,2001,all_lines,,10286,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
NC,2002,all_lines,,11778,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
NC,2004,all_lines,,11910,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
NC,2005,all_lines,,10264,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
NC,2006,all_lines,,8245,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
NC,2007,all_lines,,7517,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
NC,2008,all_lines,,8230,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
NC,2009,all_lines,,8827,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
NC,2010,all_lines,,8673,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
NC,2011,all_lines,,9437,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
NC,2012,all_lines,,9679,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
NC,2013,all_lines,,9885,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
NC,2014,all_lines,,8393,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
NC,2015,all_lines,,10203,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
NC,2016,all_lines,,14283,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
NC,2017,all_lines,,10681,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
NC,2018,all_lines,,10861,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
NC,2019,all_lines,,10621,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
NC,2020,all_lines,,10404,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
NC,2021,all_lines,,10454,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
NC,2022,all_lines,,12072,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
ND,1998,all_lines,,489,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
ND,1999,all_lines,,448,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
ND,2000,all_lines,,436,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
ND,2001,all_lines,,432,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
ND,2002,all_lines,,429,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
ND,2004,all_lines,,311,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
ND,2005,all_lines,,264,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
ND,2006,all_lines,,230,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
ND,2007,all_lines,,233,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
ND,2008,all_lines,,275,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
ND,2009,all_lines,,264,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
ND,2010,all_lines,,235,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
ND,2011,all_lines,,214,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
ND,2012,all_lines,,205,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
ND,2013,all_lines,,195,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
ND,2014,all_lines,,173,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
ND,2015,all_lines,,150,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
ND,2016,all_lines,,130,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
ND,2017,all_lines,,148,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
ND,2018,all_lines,,147,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
ND,2019,all_lines,,153,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
ND,2020,all_lines,,64,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
ND,2021,all_lines,,54,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
ND,2022,all_lines,,112,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
NE,1998,all_lines,,2700,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
NE,1999,all_lines,,2432,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
NE,2000,all_lines,,2303,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
NE,2001,all_lines,,2536,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
NE,2002,all_lines,,0,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
NE,2004,all_lines,,2122,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
NE,2005,all_lines,,1852,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
NE,2006,all_lines,,1905,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
NE,2007,all_lines,,1707,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
NE,2008,all_lines,,1304,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
NE,2009,all_lines,,1599,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
NE,2010,all_lines,,1600,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
NE,2011,all_lines,,1400,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
NE,2012,all_lines,,1200,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
NE,2013,all_lines,,1263,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
NE,2014,all_lines,,1520,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
NE,2015,all_lines,,1465,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
NE,2016,all_lines,,1576,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
NE,2017,all_lines,,1436,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
NE,2018,all_lines,,1704,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
NE,2019,all_lines,,1371,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
NE,2020,all_lines,,1162,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
NE,2021,all_lines,,1105,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
NE,2022,all_lines,,1379,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
NH,1998,all_lines,,2491,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
NH,1999,all_lines,,1301,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
NH,2000,all_lines,,1434,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
NH,2001,all_lines,,1682,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
NH,2002,all_lines,,1004,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
NH,2004,all_lines,,1510,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
NH,2005,all_lines,,1091,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
NH,2006,all_lines,,1188,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
NH,2007,all_lines,,1186,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
NH,2008,all_lines,,1297,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
NH,2009,all_lines,,1252,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
NH,2010,all_lines,,1154,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
NH,2011,all_lines,,1092,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
NH,2012,all_lines,,815,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
NH,2013,all_lines,,946,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
NH,2014,all_lines,,1175,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
NH,2015,all_lines,,956,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
NH,2016,all_lines,,987,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
NH,2017,all_lines,,972,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
NH,2018,all_lines,,974,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
NH,2019,all_lines,,873,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
NH,2020,all_lines,,744,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
NH,2021,all_lines,,850,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
NH,2022,all_lines,,929,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
NJ,1998,all_lines,,10619,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
NJ,1999,all_lines,,13698,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
NJ,2000,all_lines,,11187,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
NJ,2001,all_lines,,9341,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
NJ,2002,all_lines,,11414,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
NJ,2004,all_lines,,11406,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
NJ,2005,all_lines,,8562,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
NJ,2006,all_lines,,7134,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
NJ,2007,all_lines,,7464,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
NJ,2008,all_lines,,7604,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
NJ,2009,all_lines,,6820,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
NJ,2010,all_lines,,7232,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
NJ,2011,all_lines,,8815,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
NJ,2012,all_lines,,7109,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
NJ,2013,all_lines,,7835,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
NJ,2014,all_lines,,7340,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
NJ,2015,all_lines,,6678,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
NJ,2016,all_lines,,7095,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
NJ,2017,all_lines,,6729,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
NJ,2018,all_lines,,5853,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
NJ,2019,all_lines,,5149,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
NJ,2020,all_lines,,4080,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
NJ,2021,all_lines,,4080,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
NJ,2022,all_lines,,4899,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
NM,1998,all_lines,,1876,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
NM,1999,all_lines,,1923,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
NM,2000,all_lines,,1362,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
NM,2001,all_lines,,1426,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
NM,2002,all_lines,,2389,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
NM,2004,all_lines,,2464,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
NM,2005,all_lines,,1257,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
NM,2006,all_lines,,1236,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
NM,2007,all_lines,,924,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
NM,2008,all_lines,,611,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
NM,2009,all_lines,,620,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
NM,2010,all_lines,,666,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
NM,2011,all_lines,,741,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
NM,2012,all_lines,,698,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
NM,2013,all_lines,,761,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
NM,2014,all_lines,,1143,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
NM,2015,all_lines,,1170,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
NM,2016,all_lines,,1346,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
NM,2017,all_lines,,1504,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
NM,2018,all_lines,,1546,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
NM,2019,all_lines,,1910,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
NM,2020,all_lines,,772,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
NM,2021,all_lines,,1799,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
NM,2022,all_lines,,1879,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
NV,1998,all_lines,,2371,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
NV,1999,all_lines,,4481,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
NV,2000,all_lines,,2460,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
NV,2001,all_lines,,2580,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
NV,2002,all_lines,,2875,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
NV,2004,all_lines,,2303,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
NV,2005,all_lines,,2232,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
NV,2006,all_lines,,4249,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
NV,2007,all_lines,,2409,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
NV,2008,all_lines,,2389,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
NV,2009,all_lines,,2522,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
NV,2010,all_lines,,2073,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
NV,2011,all_lines,,1908,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
NV,2012,all_lines,,1922,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
NV,2013,all_lines,,2375,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
NV,2014,all_lines,,2882,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
NV,2015,all_lines,,3227,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
NV,2016,all_lines,,3976,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
NV,2017,all_lines,,3256,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
NV,2018,all_lines,,3168,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
NV,2019,all_lines,,3170,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
NV,2020,all_lines,,2302,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
NV,2021,all_lines,,2471,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
NV,2022,all_lines,,3014,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
NY,1998,all_lines,,57794,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
NY,1999,all_lines,,70500,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
NY,2000,all_lines,,65000,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
NY,2001,all_lines,,75000,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
NY,2002,all_lines,,68000,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
NY,2004,all_lines,,55097,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
NY,2005,all_lines,,54912,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
NY,2006,all_lines,,58526,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
NY,2007,all_lines,,53498,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
NY,2008,all_lines,,57714,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
NY,2009,all_lines,,57754,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
NY,2010,all_lines,,52855,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
NY,2011,all_lines,,43656,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
NY,2012,all_lines,,37273,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
NY,2013,all_lines,,37842,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
NY,2014,all_lines,,36708,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
NY,2015,all_lines,,40491,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
NY,2016,all_lines,,40951,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
NY,2017,all_lines,,39641,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
NY,2018,all_lines,,36794,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
NY,2019,all_lines,,38557,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
NY,2020,all_lines,,38758,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
NY,2021,all_lines,,36647,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
NY,2022,all_lines,,40731,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
OH,1998,all_lines,,8389,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
OH,1999,all_lines,,7432,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
OH,2000,all_lines,,8581,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
OH,2001,all_lines,,9929,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
OH,2002,all_lines,,11042,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
OH,2004,all_lines,,7917,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
OH,2005,all_lines,,7042,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
OH,2006,all_lines,,6828,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
OH,2007,all_lines,,7140,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
OH,2008,all_lines,,6937,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
OH,2009,all_lines,,5453,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
OH,2010,all_lines,,5152,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
OH,2011,all_lines,,5336,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
OH,2012,all_lines,,5503,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
OH,2013,all_lines,,5397,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
OH,2014,all_lines,,6450,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
OH,2015,all_lines,,6149,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
OH,2016,all_lines,,6805,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
OH,2017,all_lines,,5875,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
OH,2018,all_lines,,5933,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
OH,2019,all_lines,,5614,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
OH,2020,all_lines,,5315,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
OH,2021,all_lines,,5428,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
OH,2022,all_lines,,7270,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
OK,1998,all_lines,,6359,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
OK,1999,all_lines,,6696,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
OK,2000,all_lines,,5818,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
OK,2001,all_lines,,7336,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
OK,2002,all_lines,,7182,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
OK,2004,all_lines,,5744,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
OK,2005,all_lines,,4036,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
OK,2006,all_lines,,4386,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
OK,2007,all_lines,,4508,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
OK,2008,all_lines,,4021,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
OK,2009,all_lines,,4291,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
OK,2010,all_lines,,5037,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
OK,2011,all_lines,,3336,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
OK,2012,all_lines,,3692,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
OK,2013,all_lines,,4632,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
OK,2014,all_lines,,4636,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
OK,2015,all_lines,,3238,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
OK,2016,all_lines,,3208,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
OK,2017,all_lines,,4558,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
OK,2018,all_lines,,2556,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
OK,2019,all_lines,,2637,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
OK,2020,all_lines,,2823,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
OK,2021,all_lines,,2315,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
OK,2022,all_lines,,2467,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
OR,1998,all_lines,,4489,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
OR,1999,all_lines,,4994,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
OR,2000,all_lines,,5022,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
OR,2001,all_lines,,4659,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
OR,2002,all_lines,,5412,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
