state,year,line,company_name_raw,premium_written,total_complaints,confirmed_complaints,complaint_index,source_pdf
OR,2019,auto,AXA INSURANCE COMPANY,12402,0,0,0.0,auto_2019.pdf
OR,2019,auto,AXIS INSURANCE COMPANY,1033447,0,0,0.0,auto_2019.pdf
OR,2019,auto,BANKERS STANDARD INSURANCE COMPANY,1498337,0,0,0.0,auto_2019.pdf
OR,2019,auto,BERKLEY NATIONAL INSURANCE COMPANY,414125,0,0,0.0,auto_2019.pdf
OR,2019,auto,BERKLEY REGIONAL INSURANCE COMPANY,137455,0,0,0.0,auto_2019.pdf
OR,2019,auto,BERKSHIRE HATHAWAY DIRECT INSURANCE COMPANY,4584,0,0,0.0,auto_2019.pdf
OR,2019,auto,BERKSHIRE HATHAWAY SPECIALTY INSURANCE COMPANY,218598,0,0,0.0,auto_2019.pdf
OR,2019,auto,BITCO GENERAL INSURANCE CORPORATION,2152105,0,0,0.0,auto_2019.pdf
OR,2019,auto,BITCO NATIONAL INSURANCE COMPANY,83961,0,0,0.0,auto_2019.pdf
OR,2019,auto,"BROOKLYN SPECIALTY INSURANCE COMPANY RISK RETENTION GROUP, INC.",69365,0,0,0.0,auto_2019.pdf
OR,2019,auto,BROTHERHOOD MUTUAL INSURANCE COMPANY,603483,0,0,0.0,auto_2019.pdf
OR,2019,auto,CALIFORNIA CASUALTY GENERAL INSURANCE COMPANY OF OREGON,15876959,6,1,1.66,auto_2019.pdf
OR,2019,auto,CANAL INSURANCE COMPANY,1093825,1,0,0.0,auto_2019.pdf
OR,2019,auto,CAPITOL INDEMNITY CORPORATION,184388,0,0,0.0,auto_2019.pdf
OR,2019,auto,CAROLINA CASUALTY INSURANCE COMPANY,301111,0,0,0.0,auto_2019.pdf
OR,2019,auto,CENTURY-NATIONAL INSURANCE COMPANY,31,0,0,0.0,auto_2019.pdf
OR,2019,auto,CHARTER OAK FIRE INSURANCE COMPANY,2374346,0,0,0.0,auto_2019.pdf
OR,2019,auto,"CHURCH MUTUAL INSURANCE COMPANY, S.I.",559934,0,0,0.0,auto_2019.pdf
OR,2019,auto,CINCINNATI CASUALTY COMPANY (THE),3027165,0,0,0.0,auto_2019.pdf
OR,2019,auto,CINCINNATI INDEMNITY COMPANY (THE),1376927,1,0,0.0,auto_2019.pdf
OR,2019,auto,CINCINNATI INSURANCE COMPANY (THE),17076757,3,1,1.54,auto_2019.pdf
OR,2019,auto,CLEAR BLUE INSURANCE COMPANY,39233,0,0,0.0,auto_2019.pdf
OR,2019,auto,COAST NATIONAL INSURANCE COMPANY,11629095,11,2,4.53,auto_2019.pdf
OR,2019,auto,"COLLEGE LIABILITY INSURANCE COMPANY, A RECIPROCAL RISK RETENTION GROUP",283094,0,0,0.0,auto_2019.pdf
OR,2019,auto,COLUMBIA INSURANCE COMPANY,1355,0,0,0.0,auto_2019.pdf
OR,2019,auto,COMMERCE AND INDUSTRY INSURANCE COMPANY,491369,0,0,0.0,auto_2019.pdf
OR,2019,auto,COMMERCE WEST INSURANCE COMPANY,5887299,5,0,0.0,auto_2019.pdf
OR,2019,auto,CONTINENTAL CASUALTY COMPANY,921838,0,0,0.0,auto_2019.pdf
OR,2019,auto,CONTINENTAL DIVIDE INSURANCE COMPANY,3090661,0,0,0.0,auto_2019.pdf
OR,2019,auto,CONTINENTAL INSURANCE COMPANY (THE),1374186,0,0,0.0,auto_2019.pdf
OR,2019,auto,CONTINENTAL WESTERN INSURANCE COMPANY,1579385,0,0,0.0,auto_2019.pdf
OR,2019,auto,CONTRACTORS BONDING AND INSURANCE COMPANY,181653,0,0,0.0,auto_2019.pdf
OR,2019,auto,COREPOINTE INSURANCE COMPANY,116923,0,0,0.0,auto_2019.pdf
OR,2019,auto,COUNTRY CASUALTY INSURANCE COMPANY,4433920,1,0,0.0,auto_2019.pdf
OR,2019,auto,COUNTRY MUTUAL INSURANCE COMPANY,34772368,9,1,0.76,auto_2019.pdf
OR,2019,auto,COUNTRY PREFERRED INSURANCE COMPANY,81399437,19,3,0.97,auto_2019.pdf
OR,2019,auto,"COUNTY HALL INSURANCE COMPANY, INC., A RISK RETENTION GROUP",105161,0,0,0.0,auto_2019.pdf
OR,2019,auto,CRESTBROOK INSURANCE COMPANY,1408769,1,0,0.0,auto_2019.pdf
OR,2019,auto,CRUM & FORSTER INDEMNITY COMPANY,263137,0,0,0.0,auto_2019.pdf
OR,2019,auto,CSAA FIRE & CASUALTY INSURANCE COMPANY,20056463,8,2,2.62,auto_2019.pdf
OR,2019,auto,CSAA GENERAL INSURANCE COMPANY,41817,0,0,0.0,auto_2019.pdf
OR,2019,auto,"CUMIS INSURANCE SOCIETY, INC",189340,0,0,0.0,auto_2019.pdf
OR,2019,auto,"CUSA RISK RETENTION GROUP, INC.",30242,0,0,0.0,auto_2019.pdf
OR,2019,auto,DAIRYLAND INSURANCE COMPANY,437597,0,0,0.0,auto_2019.pdf
OR,2019,auto,DEPOSITORS INSURANCE COMPANY,2373771,1,0,0.0,auto_2019.pdf
OR,2019,auto,DIAMOND STATE INSURANCE COMPANY,380,0,0,0.0,auto_2019.pdf
OR,2019,auto,EAGLE WEST INSURANCE COMPANY,2488779,0,0,0.0,auto_2019.pdf
OR,2019,auto,ECONOMY FIRE & CASUALTY COMPANY,577202,1,0,0.0,auto_2019.pdf
OR,2019,auto,ECONOMY PREFERRED INSURANCE COMPANY,6999003,1,0,0.0,auto_2019.pdf
OR,2019,auto,ECONOMY PREMIER ASSURANCE COMPANY,1161671,1,0,0.0,auto_2019.pdf
OR,2019,auto,ELECTRIC INSURANCE COMPANY,258795,0,0,0.0,auto_2019.pdf
OR,2019,auto,EMCASCO INSURANCE COMPANY,1292803,0,0,0.0,auto_2019.pdf
OR,2019,auto,EMPIRE FIRE AND MARINE INSURANCE COMPANY,3635313,1,0,0.0,auto_2019.pdf
OR,2019,auto,EMPLOYERS INSURANCE COMPANY OF WAUSAU,91139,0,0,0.0,auto_2019.pdf
OR,2019,auto,EMPLOYERS MUTUAL CASUALTY COMPANY,6126919,1,0,0.0,auto_2019.pdf
OR,2019,auto,ENCOMPASS INDEMNITY COMPANY,1301972,0,0,0.0,auto_2019.pdf
OR,2019,auto,ENCOMPASS INSURANCE COMPANY OF AMERICA,126872,0,0,0.0,auto_2019.pdf
OR,2019,auto,ENUMCLAW PROPERTY AND CASUALTY INSURANCE COMPANY,16128322,0,0,0.0,auto_2019.pdf
OR,2019,auto,ESSENTIA INSURANCE COMPANY,4986847,0,0,0.0,auto_2019.pdf
OR,2019,auto,ESURANCE INSURANCE COMPANY,18506683,6,1,1.42,auto_2019.pdf
OR,2019,auto,EVEREST DENALI INSURANCE COMPANY,713868,0,0,0.0,auto_2019.pdf
OR,2019,auto,EVEREST NATIONAL INSURANCE COMPANY,943406,1,0,0.0,auto_2019.pdf
OR,2019,auto,FALLS LAKE NATIONAL INSURANCE COMPANY,7597,0,0,0.0,auto_2019.pdf
OR,2019,auto,FARMERS INSURANCE COMPANY OF OREGON,246037908,46,6,0.64,auto_2019.pdf
OR,2019,auto,FARMERS INSURANCE EXCHANGE,5125720,4,0,0.0,auto_2019.pdf
OR,2019,auto,FEDERAL INSURANCE COMPANY,4112313,0,0,0.0,auto_2019.pdf
OR,2019,auto,FEDERATED MUTUAL INSURANCE COMPANY,6537040,0,0,0.0,auto_2019.pdf
OR,2019,auto,FEDERATED RESERVE INSURANCE COMPANY,414362,0,0,0.0,auto_2019.pdf
OR,2019,auto,FEDERATED RURAL ELECTRIC INSURANCE EXCHANGE,375276,0,0,0.0,auto_2019.pdf
OR,2019,auto,FEDERATED SERVICE INSURANCE COMPANY,1286223,0,0,0.0,auto_2019.pdf
OR,2019,auto,FINANCIAL INDEMNITY COMPANY,1287,1,0,0.0,auto_2019.pdf
OR,2019,auto,FIREMAN'S FUND INSURANCE COMPANY,1596884,1,0,0.0,auto_2019.pdf
OR,2019,auto,"FIREMEN'S INSURANCE COMPANY OF WASHINGTON, D.C.",586650,0,0,0.0,auto_2019.pdf
OR,2019,auto,FIRST COLONIAL INSURANCE COMPANY,1033,0,0,0.0,auto_2019.pdf
OR,2019,auto,FIRST LIBERTY INSURANCE CORPORATION (THE),399421,0,0,0.0,auto_2019.pdf
OR,2019,auto,FIRST NATIONAL INSURANCE COMPANY OF AMERICA,1128389,2,1,23.33,auto_2019.pdf
OR,2019,auto,FIRST NONPROFIT INSURANCE COMPANY,21449,0,0,0.0,auto_2019.pdf
OR,2019,auto,FLORISTS' MUTUAL INSURANCE COMPANY,214538,0,0,0.0,auto_2019.pdf
OR,2019,auto,"FOREMOST INSURANCE COMPANY GRAND RAPIDS, MICHIGAN",8094372,3,0,0.0,auto_2019.pdf
OR,2019,auto,FOREMOST PROPERTY AND CASUALTY INSURANCE COMPANY,197191,0,0,0.0,auto_2019.pdf
OR,2019,auto,FOREMOST SIGNATURE INSURANCE COMPANY,18716,0,0,0.0,auto_2019.pdf
OR,2019,auto,FREEDOM SPECIALTY INSURANCE COMPANY,454562,0,0,0.0,auto_2019.pdf
OR,2019,auto,GARRISON PROPERTY AND CASUALTY INSURANCE COMPANY,34242715,17,5,3.84,auto_2019.pdf
OR,2019,auto,GEICO CASUALTY COMPANY,267177147,75,7,0.69,auto_2019.pdf
OR,2019,auto,GEICO GENERAL INSURANCE COMPANY,31278241,8,1,0.84,auto_2019.pdf
OR,2019,auto,GEICO INDEMNITY COMPANY,12063915,5,1,2.18,auto_2019.pdf
OR,2019,auto,"GENERAL AUTOMOBILE INSURANCE COMPANY, INC. (THE)",8972453,10,0,0.0,auto_2019.pdf
OR,2019,auto,GENERAL CASUALTY COMPANY OF WISCONSIN,1349545,0,0,0.0,auto_2019.pdf
OR,2019,auto,GENERAL INSURANCE COMPANY OF AMERICA,162388,0,0,0.0,auto_2019.pdf
OR,2019,auto,GLOBAL HAWK INSURANCE COMPANY RISK RETENTION GROUP,109325,0,0,0.0,auto_2019.pdf
OR,2019,auto,GOVERNMENT EMPLOYEES INSURANCE COMPANY,10298373,2,0,0.0,auto_2019.pdf
OR,2019,auto,GRANGE INSURANCE ASSOCIATION,6726538,0,0,0.0,auto_2019.pdf
OR,2019,auto,GRANITE STATE INSURANCE COMPANY,224532,1,0,0.0,auto_2019.pdf
OR,2019,auto,GREAT AMERICAN ALLIANCE INSURANCE COMPANY,247554,0,0,0.0,auto_2019.pdf
OR,2019,auto,GREAT AMERICAN ASSURANCE COMPANY,880699,0,0,0.0,auto_2019.pdf
OR,2019,auto,GREAT AMERICAN INSURANCE COMPANY,379983,0,0,0.0,auto_2019.pdf
OR,2019,auto,GREAT AMERICAN INSURANCE COMPANY OF NEW YORK,165537,0,0,0.0,auto_2019.pdf
OR,2019,auto,GREAT DIVIDE INSURANCE COMPANY,216009,0,0,0.0,auto_2019.pdf
OR,2019,auto,GREAT MIDWEST INSURANCE COMPANY,5373,0,0,0.0,auto_2019.pdf
OR,2019,auto,GREAT NORTHERN INSURANCE COMPANY,2611590,1,0,0.0,auto_2019.pdf
OR,2019,auto,GREAT WEST CASUALTY COMPANY,20930695,3,0,0.0,auto_2019.pdf
OR,2019,auto,GREENWICH INSURANCE COMPANY,828518,0,0,0.0,auto_2019.pdf
OR,2019,auto,GUIDEONE MUTUAL INSURANCE COMPANY,398953,0,0,0.0,auto_2019.pdf
OR,2019,auto,HALLMARK INSURANCE COMPANY,38286,0,0,0.0,auto_2019.pdf
OR,2019,auto,HANOVER AMERICAN INSURANCE COMPANY (THE),1222,0,0,0.0,auto_2019.pdf
OR,2019,auto,HANOVER INSURANCE COMPANY (THE),74422,1,0,0.0,auto_2019.pdf
OR,2019,auto,HARCO NATIONAL INSURANCE COMPANY,352971,0,0,0.0,auto_2019.pdf
OR,2019,auto,HARTFORD ACCIDENT AND INDEMNITY COMPANY,1649455,0,0,0.0,auto_2019.pdf
OR,2019,auto,HARTFORD CASUALTY INSURANCE COMPANY,354419,0,0,0.0,auto_2019.pdf
OR,2019,auto,HARTFORD FIRE INSURANCE COMPANY,1439906,0,0,0.0,auto_2019.pdf
OR,2019,auto,HARTFORD INSURANCE COMPANY OF THE MIDWEST,4079883,0,0,0.0,auto_2019.pdf
OR,2019,auto,HARTFORD UNDERWRITERS INSURANCE COMPANY,28023412,6,2,1.88,auto_2019.pdf
OR,2019,auto,HDI GLOBAL INSURANCE COMPANY,6817,0,0,0.0,auto_2019.pdf
OR,2019,auto,HISCOX INSURANCE COMPANY INC.,3569,0,0,0.0,auto_2019.pdf
OR,2019,auto,HORACE MANN INSURANCE COMPANY,2371357,1,0,0.0,auto_2019.pdf
OR,2019,auto,HORACE MANN PROPERTY & CASUALTY INSURANCE COMPANY,1517344,1,0,0.0,auto_2019.pdf
OR,2019,auto,HUDSON INSURANCE COMPANY,3484385,1,0,0.0,auto_2019.pdf
OR,2019,auto,ILLINOIS NATIONAL INSURANCE CO.,154840,0,0,0.0,auto_2019.pdf
OR,2019,auto,IMPERIUM INSURANCE COMPANY,6146,0,0,0.0,auto_2019.pdf
OR,2019,auto,INDEMNITY INSURANCE COMPANY OF NORTH AMERICA,154969,0,0,0.0,auto_2019.pdf
OR,2019,auto,INFINITY INSURANCE COMPANY,197611,0,0,0.0,auto_2019.pdf
OR,2019,auto,INSURANCE COMPANY OF THE STATE OF PENNSYLVANIA,297506,0,0,0.0,auto_2019.pdf
OR,2019,auto,INTEGON INDEMNITY CORPORATION,1077921,1,0,0.0,auto_2019.pdf
OR,2019,auto,INTEGON NATIONAL INSURANCE COMPANY,1126476,0,0,0.0,auto_2019.pdf
OR,2019,auto,IRONSHORE INDEMNITY INC.,456283,0,0,0.0,auto_2019.pdf
OR,2019,auto,KEY RISK INSURANCE COMPANY,25940,0,0,0.0,auto_2019.pdf
OR,2019,auto,KNIGHTBROOK INSURANCE COMPANY,2111,0,0,0.0,auto_2019.pdf
OR,2019,auto,LANCER INSURANCE COMPANY,1559955,0,0,0.0,auto_2019.pdf
OR,2019,auto,LIBERTY INSURANCE CORPORATION,675077,0,0,0.0,auto_2019.pdf
OR,2019,auto,LIBERTY MUTUAL FIRE INSURANCE COMPANY,11435345,9,2,4.6,auto_2019.pdf
OR,2019,auto,LIBERTY MUTUAL INSURANCE COMPANY,56927,1,0,0.0,auto_2019.pdf
OR,2019,auto,LIBERTY NORTHWEST INSURANCE CORPORATION,871981,0,0,0.0,auto_2019.pdf
OR,2019,auto,LM GENERAL INSURANCE COMPANY,56276758,23,5,2.34,auto_2019.pdf
OR,2019,auto,LM INSURANCE CORPORATION,1525969,1,0,0.0,auto_2019.pdf
OR,2019,auto,LYNDON SOUTHERN INSURANCE COMPANY,33209,0,0,0.0,auto_2019.pdf
OR,2019,auto,MANUFACTURERS ALLIANCE INSURANCE COMPANY,548578,0,0,0.0,auto_2019.pdf
OR,2019,auto,MARKEL AMERICAN INSURANCE COMPANY,115250,0,0,0.0,auto_2019.pdf
OR,2019,auto,MARKEL INSURANCE COMPANY,365779,0,0,0.0,auto_2019.pdf
OR,2019,auto,MASSACHUSETTS BAY INSURANCE COMPANY,40895,0,0,0.0,auto_2019.pdf
OR,2019,auto,METROMILE INSURANCE COMPANY,8066160,9,1,3.26,auto_2019.pdf
OR,2019,auto,METROPOLITAN CASUALTY INSURANCE COMPANY,34934,0,0,0.0,auto_2019.pdf
OR,2019,auto,METROPOLITAN DIRECT PROPERTY AND CASUALTY INSURANCE COMPANY,12639251,3,1,2.08,auto_2019.pdf
OR,2019,auto,METROPOLITAN GENERAL INSURANCE COMPANY,29860,0,0,0.0,auto_2019.pdf
OR,2019,auto,METROPOLITAN PROPERTY AND CASUALTY INSURANCE COMPANY,8324752,2,1,3.16,auto_2019.pdf
OR,2019,auto,MID-CENTURY INSURANCE COMPANY,7622351,0,0,0.0,auto_2019.pdf
OR,2019,auto,MIDDLESEX INSURANCE COMPANY,948,0,0,0.0,auto_2019.pdf
OR,2019,auto,MIDVALE INDEMNITY COMPANY,37209,0,0,0.0,auto_2019.pdf
OR,2019,auto,MIDWEST FAMILY MUTUAL INSURANCE COMPANY,1124368,0,0,0.0,auto_2019.pdf
OR,2019,auto,MITSUI SUMITOMO INSURANCE COMPANY OF AMERICA,277393,0,0,0.0,auto_2019.pdf
OR,2019,auto,MITSUI SUMITOMO INSURANCE USA INC.,99125,0,0,0.0,auto_2019.pdf
OR,2019,auto,MONTEREY INSURANCE COMPANY,2801,0,0,0.0,auto_2019.pdf
OR,2019,auto,MOTORS INSURANCE CORPORATION,304719,0,0,0.0,auto_2019.pdf
OR,2019,auto,MUTUAL OF ENUMCLAW INSURANCE COMPANY,25640521,4,0,0.0,auto_2019.pdf
OR,2019,auto,NATIONAL AMERICAN INSURANCE COMPANY,7636,0,0,0.0,auto_2019.pdf
OR,2019,auto,NATIONAL CASUALTY COMPANY,3057635,1,0,0.0,auto_2019.pdf
OR,2019,auto,NATIONAL CONTINENTAL INSURANCE COMPANY,85802,0,0,0.0,auto_2019.pdf
OR,2019,auto,NATIONAL FARMERS UNION PROPERTY AND CASUALTY COMPANY,53388,0,0,0.0,auto_2019.pdf
OR,2019,auto,NATIONAL FIRE INSURANCE COMPANY OF HARTFORD,1419711,0,0,0.0,auto_2019.pdf
OR,2019,auto,NATIONAL GENERAL ASSURANCE COMPANY,1177899,0,0,0.0,auto_2019.pdf
OR,2019,auto,NATIONAL GENERAL INSURANCE COMPANY,129987,0,0,0.0,auto_2019.pdf
OR,2019,auto,"NATIONAL GENERAL INSURANCE ONLINE, INC.",6839895,13,3,11.55,auto_2019.pdf
OR,2019,auto,NATIONAL INDEMNITY COMPANY,18737,0,0,0.0,auto_2019.pdf
OR,2019,auto,NATIONAL INTERSTATE INSURANCE COMPANY,1043238,0,0,0.0,auto_2019.pdf
OR,2019,auto,NATIONAL LIABILITY & FIRE INSURANCE COMPANY,4887506,2,1,5.39,auto_2019.pdf
OR,2019,auto,NATIONAL SPECIALTY INSURANCE COMPANY,115537,0,0,0.0,auto_2019.pdf
OR,2019,auto,NATIONAL SURETY CORPORATION,425466,0,0,0.0,auto_2019.pdf
OR,2019,auto,"NATIONAL TRANSPORTATION INSURANCE COMPANY RISK RETENTION GROUP, LLC",149602,0,0,0.0,auto_2019.pdf
OR,2019,auto,NATIONAL UNION FIRE INSURANCE COMPANY OF PITTSBURG,4613996,0,0,0.0,auto_2019.pdf
OR,2019,auto,NATIONWIDE AFFINITY INSURANCE COMPANY OF AMERICA,11985254,9,1,2.2,auto_2019.pdf
OR,2019,auto,NATIONWIDE AGRIBUSINESS INSURANCE COMPANY,6953192,3,0,0.0,auto_2019.pdf
OR,2019,auto,NATIONWIDE GENERAL INSURANCE COMPANY,6606163,4,0,0.0,auto_2019.pdf
OR,2019,auto,NATIONWIDE INSURANCE COMPANY OF AMERICA,4595183,7,0,0.0,auto_2019.pdf
OR,2019,auto,NATIONWIDE MUTUAL INSURANCE COMPANY,23493858,2,0,0.0,auto_2019.pdf
OR,2019,auto,NAVIGATORS INSURANCE COMPANY,786769,0,0,0.0,auto_2019.pdf
OR,2019,auto,NEW HAMPSHIRE INSURANCE COMPANY,276060,0,0,0.0,auto_2019.pdf
OR,2019,auto,NEW YORK MARINE AND GENERAL INSURANCE COMPANY,1269874,0,0,0.0,auto_2019.pdf
OR,2019,auto,NORTH AMERICAN ELITE INSURANCE COMPANY,319429,0,0,0.0,auto_2019.pdf
OR,2019,auto,NORTH AMERICAN SPECIALTY INSURANCE COMPANY,3569,0,0,0.0,auto_2019.pdf
OR,2019,auto,NORTH PACIFIC INSURANCE COMPANY,6535210,0,0,0.0,auto_2019.pdf
OR,2019,auto,NORTH RIVER INSURANCE COMPANY,325785,0,0,0.0,auto_2019.pdf
OR,2019,auto,NORTHLAND INSURANCE COMPANY,5540503,0,0,0.0,auto_2019.pdf
OR,2019,auto,NOVA CASUALTY COMPANY,297973,0,0,0.0,auto_2019.pdf
OR,2019,auto,OBI NATIONAL INSURANCE COMPANY,1005190,0,0,0.0,auto_2019.pdf
OR,2019,auto,OCCIDENTAL FIRE & CASUALTY COMPANY OF NORTH CAROLINA,623873,0,0,0.0,auto_2019.pdf
OR,2019,auto,OHIO CASUALTY INSURANCE COMPANY,4001714,0,0,0.0,auto_2019.pdf
OR,2019,auto,OHIO SECURITY INSURANCE COMPANY,39164236,6,0,0.0,auto_2019.pdf
OR,2019,auto,OLD REPUBLIC GENERAL INSURANCE CORPORATION,56233,0,0,0.0,auto_2019.pdf
OR,2019,auto,OLD REPUBLIC INSURANCE COMPANY,2432920,1,0,0.0,auto_2019.pdf
OR,2019,auto,OMNI INSURANCE COMPANY,207419,0,0,0.0,auto_2019.pdf
OR,2019,auto,"OOIDA RISK RETENTION GROUP, INC.",115923,0,0,0.0,auto_2019.pdf
OR,2019,auto,OREGON AUTOMOBILE INSURANCE COMPANY,1931507,0,0,0.0,auto_2019.pdf
OR,2019,auto,OREGON MUTUAL INSURANCE COMPANY,28304511,5,0,0.0,auto_2019.pdf
OR,2019,auto,PACIFIC EMPLOYERS INSURANCE COMPANY,1484,0,0,0.0,auto_2019.pdf
OR,2019,auto,PACIFIC INDEMNITY COMPANY,2165533,0,0,0.0,auto_2019.pdf
OR,2019,auto,"PARATRANSIT INSURANCE COMPANY, A MUTUAL RISK RETENTION GROUP",1169059,0,0,0.0,auto_2019.pdf
OR,2019,auto,PEAK PROPERTY AND CASUALTY INSURANCE CORPORATION,2423,0,0,0.0,auto_2019.pdf
OR,2019,auto,PEMCO MUTUAL INSURANCE COMPANY,44475512,10,1,0.59,auto_2019.pdf
OR,2019,auto,PENN MILLERS INSURANCE COMPANY,1607378,0,0,0.0,auto_2019.pdf
OR,2019,auto,PENNSYLVANIA LUMBERMENS MUTUAL INSURANCE COMPANY,570939,0,0,0.0,auto_2019.pdf
OR,2019,auto,PENNSYLVANIA MANUFACTURERS INDEMNITY COMPANY,37665,0,0,0.0,auto_2019.pdf
OR,2019,auto,PENNSYLVANIA MANUFACTURERS' ASSOCIATION INSURANCE COMPANY,669552,0,0,0.0,auto_2019.pdf
OR,2019,auto,PHARMACISTS MUTUAL INSURANCE COMPANY,127632,0,0,0.0,auto_2019.pdf
OR,2019,auto,PHILADELPHIA INDEMNITY INSURANCE COMPANY,9268894,1,0,0.0,auto_2019.pdf
OR,2019,auto,PHOENIX INSURANCE COMPANY,1654374,0,0,0.0,auto_2019.pdf
OR,2019,auto,PIONEER SPECIALTY INSURANCE COMPANY,2459237,0,0,0.0,auto_2019.pdf
OR,2019,auto,PRAETORIAN INSURANCE COMPANY,16017,0,0,0.0,auto_2019.pdf
OR,2019,auto,PRIVILEGE UNDERWRITERS RECIPROCAL EXCHANGE,1131163,0,0,0.0,auto_2019.pdf
OR,2019,auto,PROGRESSIVE CLASSIC INSURANCE COMPANY,201221699,40,5,0.65,auto_2019.pdf
OR,2019,auto,PROGRESSIVE NORTHERN INSURANCE COMPANY,8951127,3,1,2.94,auto_2019.pdf
OR,2019,auto,PROGRESSIVE UNIVERSAL INSURANCE COMPANY,281559317,99,13,1.22,auto_2019.pdf
OR,2019,auto,PROPERTY AND CASUALTY INSURANCE COMPANY OF HARTFORD,7738884,2,1,3.4,auto_2019.pdf
OR,2019,auto,PROTECTIVE INSURANCE COMPANY,293466,1,0,0.0,auto_2019.pdf
OR,2019,auto,QBE INSURANCE CORPORATION,318847,0,0,0.0,auto_2019.pdf
OR,2019,auto,REGENT INSURANCE COMPANY,192832,0,0,0.0,auto_2019.pdf
OR,2019,auto,REPWEST INSURANCE COMPANY,8641,0,0,0.0,auto_2019.pdf
OR,2019,auto,RESPONSE INSURANCE COMPANY,124250,0,0,0.0,auto_2019.pdf
OR,2019,auto,RIVERPORT INSURANCE COMPANY,14721,0,0,0.0,auto_2019.pdf
OR,2019,auto,RLI INSURANCE COMPANY,962158,0,0,0.0,auto_2019.pdf
OR,2019,auto,ROOT INSURANCE COMPANY,9322055,4,1,2.82,auto_2019.pdf
OR,2019,auto,RURAL TRUST INSURANCE COMPANY,35330,0,0,0.0,auto_2019.pdf
OR,2019,auto,SAFECO INSURANCE COMPANY OF AMERICA,67476,0,0,0.0,auto_2019.pdf
OR,2019,auto,SAFECO INSURANCE COMPANY OF OREGON,194796220,48,5,0.68,auto_2019.pdf
OR,2019,auto,SAFETY NATIONAL CASUALTY CORPORATION,410070,1,0,0.0,auto_2019.pdf
OR,2019,auto,SAGAMORE INSURANCE COMPANY,41992,0,0,0.0,auto_2019.pdf
OR,2019,auto,SCOTTSDALE INDEMNITY COMPANY,66845,0,0,0.0,auto_2019.pdf
OR,2019,auto,SECURITY NATIONAL INSURANCE COMPANY,264665,0,0,0.0,auto_2019.pdf
OR,2019,auto,"SENECA INSURANCE COMPANY, INC.",39452,0,0,0.0,auto_2019.pdf
OR,2019,auto,"SENTINEL INSURANCE COMPANY, LTD.",1019908,0,0,0.0,auto_2019.pdf
OR,2019,auto,SENTRY INSURANCE A MUTUAL COMPANY,1806058,0,0,0.0,auto_2019.pdf
OR,2019,auto,SENTRY SELECT INSURANCE COMPANY,5642171,0,0,0.0,auto_2019.pdf
OR,2019,auto,SEQUOIA INSURANCE COMPANY,5565,0,0,0.0,auto_2019.pdf
OR,2019,auto,SOMPO AMERICA FIRE & MARINE INSURANCE COMPANY,1584,0,0,0.0,auto_2019.pdf
OR,2019,auto,SOMPO AMERICA INSURANCE COMPANY,245344,0,0,0.0,auto_2019.pdf
OR,2019,auto,ST. PAUL FIRE AND MARINE INSURANCE COMPANY,12493,0,0,0.0,auto_2019.pdf
OR,2019,auto,STANDARD FIRE INSURANCE COMPANY (THE),47078122,8,1,0.56,auto_2019.pdf
OR,2019,auto,STAR INSURANCE COMPANY,12770,0,0,0.0,auto_2019.pdf
OR,2019,auto,STARNET INSURANCE COMPANY,302928,0,0,0.0,auto_2019.pdf
OR,2019,auto,STARR INDEMNITY & LIABILITY COMPANY,471494,0,0,0.0,auto_2019.pdf
OR,2019,auto,STARSTONE NATIONAL INSURANCE COMPANY,4297,0,0,0.0,auto_2019.pdf
OR,2019,auto,STATE FARM FIRE AND CASUALTY COMPANY,29639928,4,0,0.0,auto_2019.pdf
OR,2019,auto,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,569346119,137,14,0.65,auto_2019.pdf
OR,2019,auto,"STATE NATIONAL INSURANCE COMPANY, INC.",7681545,1,0,0.0,auto_2019.pdf
OR,2019,auto,STILLWATER PROPERTY AND CASUALTY INSURANCE COMPANY,1956794,2,1,13.45,auto_2019.pdf
OR,2019,auto,SUBLIMITY INSURANCE COMPANY,15096995,3,0,0.0,auto_2019.pdf
OR,2019,auto,SUTTER INSURANCE COMPANY,43792,0,0,0.0,auto_2019.pdf
OR,2019,auto,T.H.E. INSURANCE COMPANY,639975,0,0,0.0,auto_2019.pdf
OR,2019,auto,TEACHERS INSURANCE COMPANY,466991,1,1,56.37,auto_2019.pdf
OR,2019,auto,"TECHNOLOGY INSURANCE COMPANY, INC.",129622,1,0,0.0,auto_2019.pdf
OR,2019,auto,TOKIO MARINE AMERICA INSURANCE COMPANY,795247,0,0,0.0,auto_2019.pdf
OR,2019,auto,TOPA INSURANCE COMPANY,14022,0,0,0.0,auto_2019.pdf
OR,2019,auto,TRANS PACIFIC INSURANCE COMPANY,5433,0,0,0.0,auto_2019.pdf
OR,2019,auto,"TRANSGUARD INSURANCE COMPANY OF AMERICA, INC.",525450,0,0,0.0,auto_2019.pdf
OR,2019,auto,TRANSPORTATION INSURANCE COMPANY,191330,0,0,0.0,auto_2019.pdf
OR,2019,auto,TRAVELERS CASUALTY INSURANCE COMPANY OF AMERICA,2373810,1,0,0.0,auto_2019.pdf
OR,2019,auto,TRAVELERS COMMERCIAL INSURANCE COMPANY,2522419,1,0,0.0,auto_2019.pdf
